cab_id,avg_occupancy
1,1.0
2,1.0
3,1.0
4,1.0
5,1.0
6,1.33
7,1.25
8,1.5
9,1.0
10,1.0
11,1.33
12,1.0
13,1.0
14,1.0
15,1.0
16,1.0
17,1.0
18,1.0
19,1.0
20,1.0
21,1.33
22,1.0
23,1.0
24,1.5
25,1.0
26,1.5
27,1.25
28,1.0
29,1.0
30,1.5
