order_id,completed_seconds,next_train_time,waiting_time,on_time
493,2983,3200,217,True
510,2987,3200,213,True
551,2987,3200,213,True
559,3004,3200,196,True
575,3004,3200,196,True
568,3016,3200,184,True
569,3016,3200,184,True
511,3042,3200,158,True
523,3042,3200,158,True
508,3046,3200,154,True
516,3046,3200,154,True
528,3046,3200,154,True
503,3055,3200,145,True
564,3055,3200,145,True
500,3070,3200,130,True
545,3070,3200,130,True
561,3075,3200,125,True
576,3075,3200,125,True
542,3093,3200,107,True
595,3093,3200,107,True
507,3125,3200,75,True
567,3125,3200,75,True
442,3134,3200,66,True
462,3134,3200,66,True
497,3134,3200,66,True
589,3139,3200,61,True
606,3139,3200,61,True
458,3149,3200,,False
474,3149,3200,,False
502,3149,3200,,False
540,3152,3200,,False
562,3152,3200,,False
530,3158,3200,,False
556,3158,3200,,False
581,3184,3200,,False
614,3184,3200,,False
618,3184,3200,,False
582,3197,3200,,False
621,3197,3200,,False
597,3217,3200,,False
627,3217,3200,,False
636,3217,3200,,False
549,3219,3200,,False
557,3219,3200,,False
603,3225,3200,,False
654,3225,4100,875,True
655,3225,4100,875,True
547,3228,3200,,False
600,3228,3200,,False
484,3248,3200,,False
499,3248,3200,,False
535,3248,3200,,False
570,3289,3200,,False
584,3289,3200,,False
574,3321,3200,,False
587,3336,3200,,False
592,3336,3200,,False
537,3349,3200,,False
541,3349,3200,,False
550,3349,3200,,False
555,3349,3200,,False
647,3354,4100,746,True
668,3354,4100,746,True
578,3395,3200,,False
579,3395,3200,,False
692,3399,4100,701,True
531,3402,3200,,False
566,3402,3200,,False
608,3410,3200,,False
635,3410,4100,690,True
563,3414,3200,,False
607,3414,3200,,False
680,3428,4100,672,True
685,3428,4100,672,True
588,3433,3200,,False
610,3433,3200,,False
643,3433,4100,667,True
625,3455,3200,,False
637,3455,4100,645,True
593,3479,3200,,False
596,3479,3200,,False
602,3479,4100,621,True
604,3479,4100,621,True
599,3521,3200,,False
658,3521,4100,579,True
659,3521,4100,579,True
686,3528,4100,572,True
648,3531,4100,569,True
687,3531,4100,569,True
651,3557,4100,543,True
695,3557,4100,543,True
638,3583,3200,,False
673,3587,4100,513,True
670,3591,4100,509,True
688,3591,4100,509,True
674,3606,4100,494,True
684,3634,4100,466,True
698,3634,4100,466,True
689,3640,4100,460,True
666,3653,4100,447,True
601,3659,3200,,False
622,3659,4100,441,True
646,3659,4100,441,True
665,3662,4100,438,True
591,3676,3200,,False
609,3676,4100,424,True
632,3676,4100,424,True
629,3681,4100,419,True
639,3681,4100,419,True
650,3681,4100,419,True
657,3681,4100,419,True
613,3690,3200,,False
671,3690,4100,410,True
675,3710,4100,390,True
694,3710,4100,390,True
628,3715,4100,385,True
681,3715,4100,385,True
683,3715,4100,385,True
697,3723,4100,377,True
652,3739,4100,361,True
663,3743,4100,357,True
693,3743,4100,357,True
699,3743,4100,357,True
634,3746,4100,354,True
662,3746,4100,354,True
660,3757,4100,343,True
669,3757,4100,343,True
620,3784,3200,,False
667,3784,4100,316,True
615,3810,4100,290,True
630,3810,4100,290,True
661,3810,4100,290,True
598,3840,4100,260,True
612,3840,4100,260,True
645,3840,4100,260,True
640,3843,4100,257,True
676,3843,4100,257,True
679,3843,4100,257,True
664,3859,4100,241,True
677,3859,4100,241,True
690,3868,4100,232,True
691,3875,4100,225,True
696,4054,4100,,False
700,4072,4100,,False
