cab_id,avg_occupancy
1,1.75
2,2.11
3,1.78
4,1.44
5,1.89
6,1.64
7,1.78
8,1.55
9,1.3
10,1.88
11,1.67
12,1.67
13,1.78
14,1.5
15,1.55
16,1.33
17,1.88
18,1.56
19,1.67
20,2.0
21,1.62
22,1.67
23,1.6
24,1.78
25,1.5
26,1.5
27,1.86
28,1.6
29,1.44
30,1.67
