order_id,completed_seconds,next_train_time,waiting_time,on_time
429,3114,3200,86,True
385,3156,3200,,False
419,3156,3200,,False
376,3176,3200,,False
405,3180,3200,,False
420,3180,3200,,False
432,3180,3200,,False
342,3203,3200,,False
355,3203,3200,,False
381,3209,3200,,False
399,3209,3200,,False
392,3225,3200,,False
422,3225,3200,,False
426,3225,3200,,False
412,3236,3200,,False
428,3236,3200,,False
393,3241,3200,,False
394,3241,3200,,False
438,3241,3200,,False
398,3261,3200,,False
404,3261,3200,,False
396,3266,3200,,False
362,3271,3200,,False
387,3271,3200,,False
397,3271,3200,,False
400,3271,3200,,False
461,3278,4100,822,True
478,3278,4100,822,True
349,3306,3200,,False
388,3306,3200,,False
391,3306,3200,,False
459,3342,4100,758,True
469,3342,4100,758,True
401,3366,3200,,False
433,3366,3200,,False
442,3366,4100,734,True
431,3381,4100,719,True
434,3381,4100,719,True
483,3386,4100,714,True
409,3403,3200,,False
418,3403,3200,,False
423,3403,4100,697,True
416,3414,3200,,False
456,3414,4100,686,True
462,3414,4100,686,True
443,3422,3200,,False
465,3422,4100,678,True
417,3427,3200,,False
357,3430,3200,,False
359,3430,3200,,False
457,3443,4100,657,True
458,3443,4100,657,True
449,3469,3200,,False
470,3487,4100,613,True
372,3496,3200,,False
402,3496,3200,,False
430,3496,4100,604,True
427,3499,3200,,False
454,3499,4100,601,True
439,3502,3200,,False
477,3502,4100,598,True
476,3507,4100,593,True
495,3516,4100,584,True
491,3525,4100,575,True
499,3525,4100,575,True
489,3539,4100,561,True
468,3547,4100,553,True
494,3580,4100,520,True
377,3584,3200,,False
407,3584,4100,516,True
440,3584,4100,516,True
486,3605,4100,495,True
472,3641,4100,459,True
453,3644,4100,456,True
473,3644,4100,456,True
448,3648,3200,,False
444,3694,4100,406,True
463,3694,4100,406,True
464,3694,4100,406,True
471,3759,4100,341,True
480,3759,4100,341,True
488,3759,4100,341,True
482,3762,4100,338,True
455,3766,4100,334,True
460,3766,4100,334,True
441,3770,4100,330,True
481,3770,4100,330,True
492,3801,4100,299,True
498,3816,4100,284,True
500,3834,4100,266,True
467,3844,4100,256,True
479,3844,4100,256,True
484,3844,4100,256,True
485,3844,4100,256,True
466,3873,4100,227,True
474,3873,4100,227,True
490,3905,4100,195,True
487,3915,4100,185,True
493,3915,4100,185,True
497,3933,4100,167,True
475,3962,4100,138,True
445,4054,4100,,False
496,4054,4100,,False
